id,name,github_url,description,maintainer,category,subcategory,tags,stars_approx,license,last_activity,entry_count_approx,format,has_contributions_guide,editorial_notes,related_lists,added_date,stars_count,forks_count,last_commit_date,open_issues_count,is_archived,created_year,watchers_count,list_type,audience_level,use_cases,has_website,website_url,is_awesome_verified,language_focus,overlaps_with,best_sections,quality_score,getting_started,suggested_projects,featured_example
bentoml,BentoML,https://github.com/bentoml/BentoML,"The easiest way to serve AI/ML models in production — build, ship, and scale model inference services.",bentoml,Data Engineering,MLOps & Observability,mlops|model-serving|deployment|inference,8.6k,Apache-2.0,2026,50+,mixed,TRUE,"The most developer-friendly model serving framework — BentoML wraps any ML model in a production-ready API with batching, GPU optimization, and Kubernetes deployment. The 'Bento' packaging format bundles model, code, and dependencies into a deployable artifact. Bridges the gap between Jupyter notebook and production endpoint.",mlflow|awesome-production-ml,2026-05-04,8698,980,2026-06-22,173,FALSE,2019,8698,frameworks,intermediate,model serving|ML API creation|production deployment,TRUE,https://www.bentoml.com,FALSE,python,,Getting Started|Adaptive Batching|Deployment,8,"Install with `pip install bentoml`, save a model with `bentoml.sklearn.save_model()`, create a Service class with a predict endpoint, and serve with `bentoml serve`. The entire flow from model to API takes about 10 minutes.",Deploy a multi-model inference service using BentoML that serves an ensemble of models behind a single API|Build a GPU-optimized model serving pipeline with adaptive batching to maximize throughput|Create a model A/B testing framework using BentoML's runner system to serve multiple model versions simultaneously,"{'name': 'BentoML Quickstart', 'url': 'https://docs.bentoml.com/en/latest/get-started/quickstart.html', 'why': 'The quickstart shows the complete journey from a trained model to a containerized, production-ready API in under 20 lines of code'}"
zenml,ZenML,https://github.com/zenml-io/zenml,"An extensible, open-source MLOps framework to create reproducible ML pipelines.",zenml-io,Data Engineering,MLOps & Observability,mlops|pipelines|orchestration|reproducibility,5.4k,Apache-2.0,2026,40+,mixed,TRUE,"ZenML takes the 'pipeline as code' approach to MLOps — you write standard Python functions and ZenML handles orchestration, artifact tracking, and deployment. The stack system lets you swap infrastructure components (Airflow vs Kubeflow, MLflow vs W&B) without changing pipeline code.",mlflow|awesome-production-ml,2026-05-04,5464,630,2026-07-01,135,FALSE,2020,5464,frameworks,intermediate,ML pipeline orchestration|reproducible ML workflows|infrastructure-agnostic MLOps,TRUE,https://zenml.io,FALSE,python,,Quickstart|Stacks|Pipelines,8,"Install with `pip install zenml` and run `zenml init` in your project. Convert training scripts to pipelines using `@step` and `@pipeline` decorators. Start with the local stack, then configure cloud stacks when ready to scale.","Convert an existing ML training script into a reproducible ZenML pipeline with artifact versioning|Build a multi-stack ML platform that runs the same pipeline on local, Kubernetes, and cloud infrastructure|Create a continuous training pipeline that automatically retrains models when new data arrives using ZenML triggers","{'name': 'ZenML Stack concept', 'url': 'https://docs.zenml.io/user-guide/production-guide/understand-stacks', 'why': ""The stack abstraction is ZenML's key innovation — it decouples pipeline logic from infrastructure, letting you switch from local to cloud with a single command""}"
evidently,Evidently,https://github.com/evidentlyai/evidently,"An open-source ML observability platform — evaluate, test, and monitor ML models in production.",evidentlyai,Data Engineering,MLOps & Observability,mlops|monitoring|data-drift|model-quality,7.4k,Apache-2.0,2026,50+,mixed,TRUE,"The most accessible ML monitoring tool — generates beautiful HTML reports and dashboards showing data drift, model quality degradation, and feature importance changes. Works with any model framework and integrates into CI/CD. Makes the invisible problem of model decay visible.",mlflow|whylogs|awesome-production-ml,2026-05-04,7650,872,2026-05-02,281,FALSE,2020,7650,tools,intermediate,model monitoring|data drift detection|ML testing in CI/CD,TRUE,https://www.evidentlyai.com,FALSE,python,whylogs,Reports|Tests|Monitoring,8,Install with `pip install evidently` and generate your first report with `Report(metrics=[...]).run()`. The Data Drift report is the best starting point — it shows whether your production data distribution has shifted from training data. Use Tests for CI/CD integration.,"Add Evidently monitoring to an existing ML pipeline with weekly drift reports and automated alerts on quality degradation|Build an ML test suite using Evidently's Test system that runs in CI before model deployment|Create a model performance dashboard that tracks prediction quality, data drift, and feature importance changes over time","{'name': 'Data Drift Report', 'url': 'https://docs.evidentlyai.com/presets/data-drift', 'why': ""The Data Drift report is Evidently's flagship feature — a single function call generates a comprehensive visual report showing which features have shifted and by how much""}"
whylogs,whylogs,https://github.com/whylabs/whylogs,"The open-source standard for data logging — profile any dataset for data quality, drift, and bias detection.",whylabs,Data Engineering,MLOps & Observability,data-quality|logging|drift-detection|observability,2.8k,Apache-2.0,2025,30+,mixed,TRUE,"whylogs takes a unique approach to data monitoring — instead of storing all your data, it creates lightweight statistical profiles that capture distributions, correlations, and anomalies. These profiles are mergeable, making it practical to monitor data at scale. The Apache 2.0 license and framework-agnostic design make it a solid foundation for data observability.",evidently|awesome-production-ml,2026-05-04,2825,142,2025-01-10,4,FALSE,2020,2825,tools,intermediate,data profiling|data quality monitoring|pipeline observability,TRUE,https://whylabs.ai/whylogs,FALSE,python,evidently,Getting Started|Integrations|Constraints,5,Install with `pip install whylogs` and profile a DataFrame with `why.log(df)`. The resulting profile is a compact statistical summary you can compare against baselines. Use constraints to define data quality rules that trigger alerts when violated.,Add whylogs profiling to every stage of your data pipeline and build a data quality dashboard|Create a data quality gate in your ML pipeline that blocks model training when data profiles violate constraints|Build a historical data quality tracker that stores daily profiles and visualizes data distribution changes over months,"{'name': 'whylogs constraints', 'url': 'https://whylogs.readthedocs.io/en/latest/examples/basic/Constraints_Suite.html', 'why': 'The constraints system lets you define data quality rules (no nulls, values in range, distribution within bounds) that act as automated guardrails for your data pipelines'}"
wandb,Weights & Biases,https://github.com/wandb/wandb,"The ML experiment tracking platform — log, visualize, and compare experiments with a few lines of code.",wandb,Data Engineering,MLOps & Observability,mlops|experiment-tracking|visualization|collaboration,11k,MIT,2026,60+,mixed,TRUE,"Weights & Biases (W&B) has become the de facto experiment tracking tool for ML researchers — its hosted dashboard, collaborative features, and deep framework integrations make it addictive. The free tier is generous for individuals. While MLflow is more open, W&B's polish and UX are unmatched.",mlflow|awesome-production-ml,2026-05-04,11153,882,2026-07-01,889,FALSE,2017,11153,tools,all,experiment tracking|hyperparameter sweeps|model visualization|team collaboration,TRUE,https://wandb.ai,FALSE,python,mlflow,Quickstart|Sweeps|Reports,8,"Sign up for a free account, install with `pip install wandb`, and add `wandb.init()` + `wandb.log()` to your training loop. The auto-integration with PyTorch Lightning, Keras, and Hugging Face means zero-config tracking for most frameworks.",Set up W&B experiment tracking for your ML project and create a comparative report of different model architectures|Run a hyperparameter sweep using W&B Sweeps with Bayesian optimization across your model's configuration space|Build a team ML dashboard using W&B Reports that summarizes weekly experiment results and model performance,"{'name': 'W&B Sweeps', 'url': 'https://docs.wandb.ai/guides/sweeps', 'why': 'Sweeps automate hyperparameter search with Bayesian optimization — define a config, launch agents, and W&B intelligently explores the parameter space while visualizing results in real-time'}"
awesome-web-scraping,Awesome Web Scraping,https://github.com/lorien/awesome-web-scraping,"A curated list of web scraping tools, libraries, and resources organized by programming language.",lorien,Data Engineering,Web Scraping & Data Collection,web-scraping|data-collection|tools|libraries,7.9k,Unknown,2026,500+,markdown,TRUE,"The most comprehensive web scraping directory — organized by language (Python, JavaScript, Ruby, etc.) and by function (HTTP clients, parsers, browsers, anti-bot bypass). The language-based organization is uniquely useful since scraping tools vary significantly across ecosystems.",awesome-crawler|scrapy|crawlee,2026-05-04,7954,911,2026-05-28,2,FALSE,2015,7954,tools,all,finding scraping tools|building data collection pipelines|choosing scraping libraries,FALSE,,FALSE,,awesome-crawler,Python|JavaScript|Anti-Bot,9,"Navigate to your programming language, then browse by category (HTTP clients, HTML parsers, browser automation). The 'Anti-Bot' section is critical reading — modern web scraping is as much about bypass techniques as it is about parsing.","Build a robust web scraping pipeline using tools from this list that handles JavaScript rendering, rate limiting, and proxy rotation|Create a scraping framework comparison benchmark that tests speed, reliability, and anti-bot handling across the listed libraries|Develop a scraping template generator that scaffolds projects with the right tools based on target site characteristics","{'name': 'Python scraping section', 'url': 'https://github.com/lorien/awesome-web-scraping/blob/master/python.md', 'why': 'The Python section is the most comprehensive — it covers the full scraping stack from HTTP clients (requests, httpx) to parsers (BeautifulSoup, lxml) to frameworks (Scrapy, Crawlee)'}"
scrapy,Scrapy,https://github.com/scrapy/scrapy,"A fast, high-level web crawling and web scraping framework for Python.",scrapy,Data Engineering,Web Scraping & Data Collection,web-scraping|python|crawling|framework,62k,BSD-3-Clause,2026,100+,mixed,TRUE,"The gold standard for Python web scraping — Scrapy's architecture (spiders, items, pipelines, middlewares) handles the full scraping lifecycle from request to structured output. Its async engine handles thousands of concurrent requests. The go-to choice for anything beyond simple one-off scraping.",awesome-web-scraping|crawlee,2026-05-04,62826,11747,2026-07-01,600,FALSE,2010,62826,frameworks,intermediate,large-scale web scraping|structured data extraction|web crawling,TRUE,https://scrapy.org,FALSE,python,crawlee,Tutorial|Architecture|Item Pipeline,9,"Install with `pip install scrapy`, create a project with `scrapy startproject myproject`, generate a spider with `scrapy genspider`. The tutorial walks through extracting data from a real website. Focus on understanding the Spider → Item → Pipeline flow.","Build a job listing aggregator that scrapes multiple job boards and normalizes the data into a common format|Create a price monitoring system that tracks e-commerce prices over time using Scrapy's scheduled crawls|Develop a custom Scrapy pipeline that deduplicates, validates, and stores scraped data in a database","{'name': 'Scrapy Tutorial', 'url': 'https://docs.scrapy.org/en/latest/intro/tutorial.html', 'why': ""The official tutorial is one of the best in any Python library — it teaches Scrapy's architecture through a practical example that you can run immediately""}"
crawlee,Crawlee,https://github.com/apify/crawlee,A web scraping and browser automation library for Node.js — build reliable crawlers with built-in anti-blocking.,apify,Data Engineering,Web Scraping & Data Collection,web-scraping|javascript|browser-automation|anti-blocking,23k,Apache-2.0,2026,50+,mixed,TRUE,"Crawlee is the modern JavaScript answer to Python's Scrapy — built by Apify (the web scraping company), it includes anti-blocking features (browser fingerprinting, proxy rotation, session management) out of the box. The Playwright integration makes it excellent for JavaScript-heavy sites.",scrapy|playwright|awesome-web-scraping,2026-05-04,24382,1511,2026-07-01,175,FALSE,2016,24382,frameworks,intermediate,JavaScript web scraping|browser automation|anti-blocking scraping,TRUE,https://crawlee.dev,FALSE,javascript,scrapy,Quick Start|Anti-Blocking|Examples,8,"Create a new project with `npx crawlee create` and choose between Cheerio (HTTP-based, fast) or Playwright (browser-based, handles JS). The built-in request queue and auto-scaling handle crawl management. Start with the Quick Start guide.",Build a web scraper for a JavaScript-heavy single-page application using Crawlee's Playwright integration|Create a distributed crawling system using Crawlee with proxy rotation for large-scale data collection|Develop a content change monitor that tracks website changes over time and sends notifications,"{'name': 'Anti-blocking features', 'url': 'https://crawlee.dev/docs/guides/avoid-blocking', 'why': ""Crawlee's anti-blocking guide covers browser fingerprinting, session rotation, and proxy management — it addresses the hardest part of modern web scraping""}"
playwright,Playwright,https://github.com/microsoft/playwright,Microsoft's framework for reliable end-to-end testing and browser automation for modern web apps.,microsoft,Data Engineering,Web Scraping & Data Collection,browser-automation|testing|web-scraping|cross-browser,88k,Apache-2.0,2026,100+,mixed,TRUE,"Playwright has rapidly become the preferred browser automation framework — faster and more reliable than Selenium, more powerful than Puppeteer (multi-browser support, auto-wait, network interception). While designed for testing, it's equally powerful for web scraping JavaScript-heavy sites.",puppeteer|crawlee,2026-05-04,92011,6009,2026-07-01,173,FALSE,2019,92011,frameworks,intermediate,browser automation|end-to-end testing|scraping JavaScript sites,TRUE,https://playwright.dev,FALSE,,puppeteer,Getting Started|Auto-waiting|Network,9,Install with `npm init playwright@latest` (Node.js) or `pip install playwright && playwright install` (Python). The codegen tool (`playwright codegen`) records your browser actions and generates code — the fastest way to create automation scripts.,Build a visual regression testing suite using Playwright's screenshot comparison for your web application|Create a web scraping tool for JavaScript-heavy sites using Playwright's page.evaluate() for client-side data extraction|Develop an automated form submission and workflow testing framework using Playwright's codegen as a starting point,"{'name': 'Playwright Codegen', 'url': 'https://playwright.dev/docs/codegen', 'why': ""Codegen records your browser interactions and generates test code in real-time — it's the fastest way to create reliable automation scripts without writing selectors by hand""}"
puppeteer,Puppeteer,https://github.com/puppeteer/puppeteer,Google's Node.js library for controlling headless Chrome/Chromium — the original browser automation powerhouse.,puppeteer,Data Engineering,Web Scraping & Data Collection,browser-automation|chrome|javascript|headless,94k,Apache-2.0,2026,50+,mixed,TRUE,"The original headless Chrome automation library from the Chrome team. While Playwright has surpassed it in features, Puppeteer remains the most battle-tested option with the largest ecosystem of plugins and recipes. Its tight integration with Chrome DevTools Protocol gives it capabilities no other tool has.",playwright|crawlee|cheerio,2026-05-04,95212,9469,2026-07-01,265,FALSE,2017,95212,libraries,intermediate,headless Chrome automation|PDF generation|screenshot capture|web scraping,TRUE,https://pptr.dev,FALSE,javascript,playwright,Getting Started|API|Guides,8,"Install with `npm install puppeteer` (includes Chromium) or `puppeteer-core` (bring your own browser). The API centers on `browser.newPage()` → page actions → `browser.close()`. Start with screenshots and navigation, then explore network interception.",Build a PDF generation service that renders web pages to high-quality PDFs using Puppeteer's print capabilities|Create a visual monitoring tool that takes periodic screenshots of web pages and diffs them to detect changes|Develop a performance auditing tool using Puppeteer's Chrome DevTools Protocol access to collect Core Web Vitals,"{'name': 'Chrome DevTools Protocol integration', 'url': 'https://chromedevtools.github.io/devtools-protocol/', 'why': ""Puppeteer's direct CDP access gives you capabilities beyond any other automation tool — network interception, performance profiling, and coverage analysis at the protocol level""}"
cheerio,Cheerio,https://github.com/cheeriojs/cheerio,"Fast, flexible, and lean implementation of jQuery designed for the server — parse and manipulate HTML/XML.",cheeriojs,Data Engineering,Web Scraping & Data Collection,html-parsing|javascript|jquery|server-side,30k,MIT,2026,20+,mixed,TRUE,"The fastest HTML parser in the Node.js ecosystem — if you don't need JavaScript rendering, Cheerio parses HTML 8x faster than a headless browser. Its jQuery-like API makes it immediately familiar. The ideal choice for scraping static HTML pages where you need speed over browser features.",scrapy|crawlee|puppeteer,2026-05-04,30397,1699,2026-07-01,54,FALSE,2011,30397,libraries,beginner,HTML parsing|web scraping|XML processing,TRUE,https://cheerio.js.org,FALSE,javascript,,Getting Started|Selectors|Manipulation,8,"Install with `npm install cheerio`, load HTML with `cheerio.load(html)`, then use jQuery-style selectors to extract data: `$('.title').text()`. It's the simplest possible scraping tool — load HTML, select elements, get text.","Build a news aggregator that fetches and parses multiple news sites using Cheerio for fast HTML extraction|Create a link checker that crawls a website, parses each page with Cheerio, and reports broken links|Develop an RSS feed generator that scrapes websites without feeds and creates structured XML output","{'name': 'Cheerio API documentation', 'url': 'https://cheerio.js.org/docs/api', 'why': 'The API mirrors jQuery so faithfully that any jQuery developer can start scraping immediately — the learning curve is essentially zero if you know CSS selectors'}"
awesome-crawler,Awesome Web Crawler,https://github.com/BruceDone/awesome-crawler,"A collection of awesome web crawler, scraper, and spider tools and frameworks.",BruceDone,Data Engineering,Web Scraping & Data Collection,web-crawling|scraping|tools|curated-list,7.2k,MIT,2024,300+,markdown,TRUE,"Focuses specifically on web crawling frameworks and tools — where awesome-web-scraping is organized by language, this is organized by function (general crawlers, browser rendering, cloud services, proxy tools). Uniquely covers crawling infrastructure (proxy pools, scheduling) that other lists miss.",awesome-web-scraping|scrapy|crawlee,2026-05-04,7243,756,2024-06-16,40,FALSE,2016,7243,tools,intermediate,finding crawling tools|building crawling infrastructure|comparing scraping frameworks,FALSE,,FALSE,,awesome-web-scraping,Python|JavaScript|Cloud/SaaS,6,"Browse by your programming language first, then look at the 'Cloud/SaaS' section for managed crawling services if you don't want to build infrastructure. The proxy management tools listed are essential for any serious crawling project.","Build a distributed web crawling system using a framework from this list with a job queue and deduplication|Create a crawler comparison benchmark that tests frameworks on speed, memory usage, and politeness (robots.txt compliance)|Develop a visual crawler builder that generates Scrapy/Crawlee code from user-selected page elements","{'name': 'Scrapy (Python)', 'url': 'https://scrapy.org', 'why': 'Scrapy is listed first for good reason — its spider-based architecture, middleware system, and extensive ecosystem make it the most complete crawling framework'}"
awesome-osint,Awesome OSINT,https://github.com/jivoi/awesome-osint,A curated list of amazingly awesome Open Source Intelligence (OSINT) tools and resources.,jivoi,Data Engineering,Web Scraping & Data Collection,osint|data-collection|intelligence|research,26k,Unknown,2026,500+,markdown,TRUE,"The most comprehensive OSINT tool directory — covers social media intelligence, geolocation, domain/IP research, people search, and more. While primarily aimed at security researchers and investigators, the data collection techniques are broadly applicable to any research project.",awesome-hacking|awesome-web-scraping,2026-05-04,27169,3756,2026-06-30,1,FALSE,2016,27169,tools,intermediate,open source intelligence gathering|research data collection|digital investigation,FALSE,,TRUE,,,Social Media|Domain/IP Research|Geospatial,10,"Start with the category matching your research need — Social Media for people investigation, Domain/IP for technical research, Geospatial for location analysis. Each tool includes a brief description. Many tools have free tiers suitable for individual researchers.","Build an automated OSINT dashboard that aggregates information from multiple sources listed here for a given query|Create a domain investigation tool that chains together DNS, WHOIS, and certificate tools from this list|Develop a geolocation verification tool using the geospatial OSINT resources to verify image locations","{'name': 'Shodan', 'url': 'https://www.shodan.io', 'why': ""Shodan is the search engine for internet-connected devices — its API and data make it the most powerful tool for understanding what's exposed on the internet""}"
project-ideas,Project Ideas,https://github.com/karan/Projects,A list of practical projects that anyone can solve in any programming language — from beginner to advanced.,karan,Meta Lists,Project Ideas,projects|learning|programming|practice,48k,MIT,2024,100+,markdown,TRUE,"The original project ideas list — predates most 'build your own X' repos. Projects are organized by category (numbers, text, networking, classes) and difficulty. Each project is described in 1-2 sentences, leaving implementation decisions to the developer. Simple but effective format.",app-ideas|build-your-own-x|project-based-learning,2026-05-04,47772,10626,2024-08-14,122,FALSE,2013,47772,projects,all,finding programming projects|practice exercises|building a portfolio,FALSE,,FALSE,,app-ideas|build-your-own-x,Numbers|Text|Web,6,"Pick a category matching your interest (Numbers for math-heavy, Text for string manipulation, Web for full-stack). Start with the simpler projects in each category and increase difficulty. Try implementing each project in two different languages to compare approaches.",Work through all projects in one category in a language you're learning and publish solutions to GitHub|Build a project randomizer that picks a project based on your skill level and generates a starter template|Create a community solutions gallery where developers can share and compare implementations,"{'name': 'Euler Problem implementations', 'url': 'https://github.com/karan/Projects#numbers', 'why': ""The Numbers section includes Euler-style problems that teach algorithmic thinking — they're the best warm-up exercises for interview prep""}"
app-ideas,App Ideas,https://github.com/florinpop17/app-ideas,"A collection of application ideas which can be used to improve your coding skills, organized by difficulty tier.",florinpop17,Meta Lists,Project Ideas,projects|learning|web-development|ideas,94k,MIT,2025,100+,markdown,TRUE,"Goes beyond simple project descriptions — each idea includes a detailed specification with user stories, constraints, and bonus features. The three-tier system (Beginner, Intermediate, Advanced) makes it easy to find projects at your level. Uniquely includes example screenshots for many projects.",project-ideas|build-your-own-x,2026-05-04,95405,10499,2025-10-11,606,FALSE,2019,95405,projects,all,finding app project ideas|improving coding skills|building a portfolio,FALSE,,FALSE,,project-ideas|build-your-own-x,Beginner|Intermediate|Advanced,8,"Browse by tier matching your experience level. Each project includes user stories (requirements), bonus features, and useful links. Start with Tier 1 to build confidence, then tackle Tier 2 and 3 for portfolio-worthy projects.",Complete one project from each tier and document the learning progression in a blog series|Build the bonus features for a Tier 2 project and add your own twist to make it portfolio-ready|Create a 'project matcher' that recommends app ideas based on the technologies you want to practice,"{'name': 'Pomodoro Timer (Tier 1)', 'url': 'https://github.com/florinpop17/app-ideas/blob/master/Projects/1-Beginner/Pomodoro-Clock.md', 'why': 'The Pomodoro Timer is the perfect first project — it teaches DOM manipulation, timers, and user interaction while building something genuinely useful'}"
realworld,RealWorld,https://github.com/gothinkster/realworld,The 'mother of all demo apps' — the same Medium.com clone built with every major frontend/backend framework.,gothinkster,Meta Lists,Project Ideas,demo-app|frameworks|comparison|fullstack,83k,Unknown,2026,100+,markdown,TRUE,"The most ambitious framework comparison project ever — the same CRUD application (a Medium clone) implemented in React, Vue, Angular, Svelte, Rails, Django, Express, and 100+ other stacks. The shared API spec means you can mix any frontend with any backend. Invaluable for evaluating technology choices.",build-your-own-x|project-based-learning,2026-05-04,83684,7638,2026-06-15,32,FALSE,2016,83684,projects,intermediate,comparing frameworks|learning new stacks|understanding full-stack patterns,TRUE,https://codebase.show/projects/realworld,FALSE,,,Frontends|Backends|Fullstack,9,Pick a frontend and backend implementation in frameworks you want to compare. Run them together using the shared API spec. The README links to all implementations with their build status. Use codebase.show for a visual browser of all implementations.,Implement the RealWorld spec in a framework you're learning and compare your code to the existing implementation|Build a performance benchmark that tests multiple frontend implementations on identical hardware and data|Create a code comparison tool that highlights architectural differences between implementations of the same features,"{'name': 'RealWorld spec', 'url': 'https://realworld-docs.netlify.app/specifications/frontend/routing/', 'why': 'The shared API and routing spec is what makes RealWorld unique — it enables direct, fair comparisons between frameworks by holding the application constant'}"
awesome-selfhosted,Awesome Self-Hosted,https://github.com/awesome-selfhosted/awesome-selfhosted,A list of Free Software network services and web applications which can be hosted on your own servers.,awesome-selfhosted,Meta Lists,Self-Hosting,self-hosted|privacy|open-source|infrastructure,290k,Unknown,2026,2000+,markdown,TRUE,"The definitive directory of self-hostable software — 2000+ applications covering everything from email to analytics to project management. Each entry includes language, license, and a brief description. The go-to resource for anyone wanting to replace SaaS with self-hosted alternatives.",awesome-sysadmin|free-for-dev,2026-05-04,302138,14076,2026-06-30,0,FALSE,2015,302138,tools,intermediate,finding self-hosted alternatives to SaaS|building private infrastructure|reducing vendor lock-in,TRUE,https://awesome-selfhosted.net,TRUE,,awesome-sysadmin,Communication|Office Suites|Analytics,10,"Browse by the SaaS tool you want to replace — the categories mirror common SaaS categories (project management, CRM, analytics, etc.). Each entry shows the programming language and license. Use the companion website for easier filtering and search.",Replace 3-5 SaaS tools with self-hosted alternatives from this list and document the migration process and cost savings|Build a self-hosted homelab using Docker Compose with applications from different categories|Create a self-hosted alternatives comparison matrix that maps popular SaaS products to their open-source equivalents,"{'name': 'Nextcloud', 'url': 'https://nextcloud.com', 'why': 'Nextcloud is the poster child of self-hosting — a full Google Workspace replacement (files, calendar, contacts, office, video calls) that you control completely'}"
awesome-for-beginners,Awesome First PR Opportunities,https://github.com/MunGell/awesome-for-beginners,A list of awesome beginners-friendly projects with labels for finding good first issues to contribute to.,MunGell,Meta Lists,Open Source,open-source|beginners|contributing|first-pr,85k,Unknown,2026,500+,markdown,TRUE,"The bridge from learning to contributing — lists open-source projects that actively welcome newcomers with labeled 'good first issue' and 'help wanted' issues. Organized by programming language, making it easy to find contribution opportunities in your ecosystem. Essential for developers making their first open-source contribution.",project-ideas|app-ideas,2026-05-04,87051,7929,2026-06-13,131,FALSE,2015,87051,mixed,beginner,finding first open-source contributions|building an open-source portfolio|learning through contribution,FALSE,,TRUE,,,JavaScript|Python|TypeScript,10,"Navigate to your primary programming language and browse the listed projects. Look for projects that interest you, then check their 'good first issue' labels on GitHub. Read the project's CONTRIBUTING.md before making your first PR.",Make your first open-source contribution by finding a 'good first issue' in a project from this list|Build a tool that monitors projects in this list for new beginner-friendly issues and sends notifications|Create a mentorship matching system that pairs new contributors with experienced maintainers of listed projects,"{'name': 'First Contributions', 'url': 'https://github.com/firstcontributions/first-contributions', 'why': ""First Contributions teaches the GitHub fork-clone-branch-PR workflow through an actual contribution — it's the gentlest possible introduction to open-source collaboration""}"
awesome-creative-coding,Awesome Creative Coding,https://github.com/terkelg/awesome-creative-coding,"A curated list of creative coding resources — generative art, data visualization, interactive experiences, and creative computation.",terkelg,Meta Lists,Creative Coding,creative-coding|generative-art|visualization|interactive,15k,Unknown,2026,500+,markdown,TRUE,"Bridges the gap between art and code — covers Processing, p5.js, shaders, generative art, and creative computation. The breadth is remarkable, from WebGL shaders to live coding to creative AI. One of the best lists for discovering that programming can be expressive and beautiful, not just functional.",awesome-dataviz|awesome-d3,2026-05-04,14988,960,2026-06-10,13,FALSE,2016,14988,mixed,all,generative art creation|creative coding learning|interactive experience development,FALSE,,TRUE,,awesome-dataviz,Frameworks|Shaders|Inspiration,9,"Start with the 'Frameworks' section — p5.js for beginners, Processing for depth, or Three.js for 3D. The 'Courses' section has structured learning paths. Browse 'Inspiration' to see what's possible before choosing your tools.","Create a generative art series using p5.js that evolves based on external data (weather, music, stock prices)|Build an interactive data visualization that responds to user gestures using the frameworks listed here|Develop a live coding environment for creative coding that compiles and renders code changes in real-time","{'name': 'p5.js', 'url': 'https://p5js.org', 'why': ""p5.js is the most accessible creative coding framework — it inherits Processing's philosophy of making coding visual and immediate, with a web-native JavaScript implementation""}"
datasciencemasters,The Open Source Data Science Masters,https://github.com/datasciencemasters/go,An open-source curriculum for learning data science — a free alternative to expensive data science programs.,datasciencemasters,Data Sources & Datasets,Domain-Specific Data,data-science|curriculum|learning|open-source,26k,Unlicense,2023,100+,markdown,TRUE,"A well-structured self-paced data science curriculum covering math, statistics, programming, and ML. Each topic links to free courses, textbooks, and datasets. The opinionated learning path saves you from the paradox of choice that plagues self-learners.",awesome-datascience|awesome-public-datasets,2026-05-04,26183,6115,2023-12-03,42,FALSE,2013,26183,tutorials,beginner,self-paced data science education|finding free learning resources|structured curriculum planning,TRUE,http://datasciencemasters.org,FALSE,python,awesome-datascience,Fundamentals|Machine Learning|Visualization,6,"Follow the curriculum sequentially — it's designed as a learning path from foundations (math, stats) to practice (ML, visualization). Each resource is annotated with time estimates and difficulty. Start with the fundamentals even if you're tempted to skip ahead.",Complete the full curriculum and build a capstone project applying techniques from each section|Create a progress tracker dashboard that monitors your completion of each curriculum section|Fork the curriculum and customize it for your specific data science career goals,"{'name': 'The curriculum structure', 'url': 'https://github.com/datasciencemasters/go#the-open-source-data-science-masters', 'why': 'The opinionated ordering of topics — fundamentals first, then tools, then specialization — reflects how data science is actually practiced'}"
rag-from-scratch,RAG From Scratch,https://github.com/langchain-ai/rag-from-scratch,LangChain's comprehensive tutorial series on building RAG applications from scratch.,langchain-ai,AI Agents & Frameworks,RAG & Vector Databases,rag|langchain|tutorials|llm,8.2k,Unknown,2025,20+,mixed,TRUE,"The official LangChain RAG tutorial series — builds up RAG concepts progressively from basic retrieval to advanced techniques like query decomposition, re-ranking, and CRAG. Each lesson has both a video explanation and a runnable notebook. The best structured resource for learning RAG properly.",awesome-langchain|chroma|weaviate,2026-05-04,8761,2097,2025-06-26,38,FALSE,2024,8761,tutorials,intermediate,learning RAG patterns|RAG implementation|understanding retrieval techniques,FALSE,,FALSE,python,awesome-langchain,Indexing|Retrieval|Generation,6,"Follow the notebooks in order — each builds on the previous. Start with the basics of indexing and retrieval, then progress to advanced techniques like multi-query, RAG fusion, and corrective RAG. Each notebook is self-contained and runnable.",Build a document QA system implementing each RAG technique from the series and compare their effectiveness|Create an evaluation framework that benchmarks basic vs advanced RAG techniques on your own documents|Develop a RAG pipeline that combines the best techniques from the series into a production-ready system,"{'name': 'Corrective RAG (CRAG)', 'url': 'https://github.com/langchain-ai/rag-from-scratch', 'why': ""The CRAG notebook shows how to add self-correction to RAG — the system evaluates retrieved documents and falls back to web search if they're irrelevant""}"
